197;419
198;418
199;416
199;417
200;414
200;415
201;412
201;413
202;410
202;411
203;408
203;409
204;405
204;406
204;407
205;403
205;404
206;401
206;402
207;400
208;398
208;399
209;396
209;397
210;394
210;395
211;392
211;393
212;389
212;390
212;391
213;388
214;386
214;387
215;384
215;385
216;383
217;381
217;382
218;379
218;380
219;378
220;376
220;377
221;374
221;375
222;373
223;371
223;372
224;370
225;368
225;369
226;366
226;367
227;365
228;363
228;364
229;361
229;362
230;360
231;358
231;359
232;357
233;355
233;356
234;353
234;354
235;352
236;350
236;351
237;348
237;349
238;346
238;347
239;342
239;343
239;344
239;345
240;340
240;341
241;337
241;338
241;339
242;335
242;336
243;333
243;334
244;330
244;331
244;332
245;321
245;322
245;323
245;324
245;325
245;326
245;327
245;328
245;329
246;317
246;318
246;319
246;320
