371;54
367;55
368;55
369;55
370;55
372;55
373;55
374;55
375;55
366;56
376;56
377;56
365;57
378;57
379;57
364;58
380;58
363;59
381;59
362;60
382;60
361;61
383;61
361;62
383;62
360;63
384;63
360;64
384;64
359;65
385;65
358;66
385;66
358;67
386;67
357;68
387;68
357;69
387;69
357;70
387;70
356;71
388;71
356;72
388;72
355;73
388;73
354;74
388;74
354;75
388;75
353;76
388;76
352;77
389;77
351;78
350;79
349;80
348;81
348;82
347;83
346;84
345;85
344;86
342;87
343;87
341;88
339;89
340;89
337;90
338;90
336;91
334;92
335;92
333;93
332;94
331;95
330;96
329;97
328;98
327;99
326;100
326;101
326;102
325;103
324;104
323;105
323;106
322;107
322;108
322;109
321;110
321;111
321;112
321;113
321;114
321;115
321;116
321;117
321;118
321;119
321;120
321;121
321;122
321;123
321;124
321;125
321;126
321;127
321;128
322;129
322;130
322;131
322;132
322;133
322;134
322;135
322;136
323;137
323;138
323;139
323;140
324;141
324;142
324;143
324;144
324;145
324;146
