185.0;294.0
186.97;294.0
188.88;294.0
190.47;294.47
191.91;295.91
193.07;297.07
194.49;298.49
195.93;299.93
197.08;301.08
198.52;302.52
199.94;303.94
200.47;305.47
201.91;306.91
203.07;308.07
204.49;309.49
205.93;310.93
207.0;312.15
207.9;313.9
209.05;315.05
210.47;316.47
211.91;317.91
212.42;319.42
213.88;320.88
215.04;322.04
216.45;323.45
217.9;324.9
219.05;326.05
220.47;327.47
222.03;328.03
223.42;329.42
224.88;330.88
226.38;331.38
227.85;332.85
229.03;334.03
230.67;335.0
232.29;335.29
234.0;336.0
235.68;336.68
237.29;337.0
239.16;337.0
240.9;337.9
242.68;338.0
244.52;338.0
246.2;337.8
247.96;337.0
249.87;337.0
251.16;336.0
253.03;335.97
254.69;335.0
256.31;334.69
258.0;334.0
