220;408
220;409
220;410
220;411
221;404
221;405
221;406
221;407
222;401
222;402
222;403
223;390
223;391
223;392
223;393
223;394
223;395
223;396
223;397
223;398
223;399
223;400
224;386
224;387
224;388
224;389
225;383
225;384
225;385
226;381
226;382
227;379
227;380
228;376
228;377
228;378
229;375
230;373
230;374
231;371
231;372
232;370
233;369
234;367
234;368
235;366
236;365
237;364
238;363
239;362
240;361
241;359
241;360
242;358
243;357
244;356
245;355
246;353
246;354
247;352
248;351
249;349
249;350
250;346
250;347
250;348
251;344
251;345
252;342
252;343
253;340
253;341
254;336
254;337
254;338
254;339
255;334
255;335
256;331
256;332
256;333
257;328
257;329
257;330
258;325
258;326
258;327
259;322
259;323
259;324
260;320
260;321
261;319
262;318
263;317
264;315
264;316
265;314
266;313
267;312
268;311
269;310
270;309
271;308
272;306
272;307
273;305
274;304
275;303
