232;395
232;396
233;391
233;392
233;393
233;394
234;389
234;390
235;387
235;388
236;384
236;385
236;386
237;381
237;382
237;383
238;379
238;380
239;378
240;376
240;377
241;374
241;375
242;371
242;372
242;373
243;370
244;368
244;369
245;367
246;365
246;366
247;363
247;364
248;361
248;362
249;360
250;358
250;359
251;356
251;357
252;354
252;355
253;352
253;353
254;350
254;351
255;348
255;349
256;347
257;344
257;345
257;346
258;342
258;343
259;340
259;341
260;338
260;339
261;336
261;337
262;334
262;335
263;331
263;332
263;333
264;330
265;328
265;329
266;326
266;327
267;325
268;322
268;323
268;324
269;321
270;318
270;319
270;320
271;316
271;317
272;313
272;314
272;315
273;311
273;312
274;307
274;308
274;309
274;310
275;292
275;293
275;294
275;295
275;296
275;297
275;298
275;299
275;300
275;301
275;302
275;303
275;304
275;305
275;306
